id,Кличка,Ссылка на профиль,Приют,Город,Порода,Вид,Дата рождения,Пол,В избранном,Уже дома,Забрать домой,Погулять
1012,Ритка,https://teddyfood.com/ru/animals/Ritka/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2015-04-07,девочка,8,0,0,0
1013,Невада,https://teddyfood.com/ru/animals/Nevada/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-11-28,девочка,8,1,0,0
1014,Микробик,https://teddyfood.com/ru/animals/Mikrobik/,Мокрый нос,Киров,Без породы,Собаки,2010-02-24,мальчик,24,0,0,1
1015,Дарси,https://teddyfood.com/ru/animals/Darcy/,Мокрый нос,Киров,Без породы,Собаки,2016-10-26,девочка,4,0,0,1
1016,Лайна,https://teddyfood.com/ru/animals/Layna/,Шереметьевский приют,Москва,Без породы,Собаки,2018-11-05,девочка,4,1,0,0
1017,Пэррис,https://teddyfood.com/ru/animals/Parris/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-04-13,девочка,7,0,0,0
1018,Медея,https://teddyfood.com/ru/animals/Medea/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-03-29,девочка,4,1,0,0
1019,Дакота,https://teddyfood.com/ru/animals/Dakota_nad/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-11-28,девочка,11,1,0,0
1020,Софа,https://teddyfood.com/ru/animals/Sofa_poter/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2017-04-11,девочка,2,1,0,0
1021,Мазарини,https://teddyfood.com/ru/animals/Mazarini/,Лёхин дом,Екатеринбург,Без породы,Кошки,2016-04-12,мальчик,9,1,0,1
1022,Мавруся,https://teddyfood.com/ru/animals/Mavrusya/,Лёхин дом,Екатеринбург,Без породы,Кошки,2015-10-28,девочка,4,1,0,0
1023,Будур,https://teddyfood.com/ru/animals/Budur/,Лёхин дом,Екатеринбург,Экзот ,Кошки,2015-03-07,девочка,7,1,0,0
1024,Лютик,https://teddyfood.com/ru/animals/Lyutik_yarcot/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2018-11-13,мальчик,2,1,0,0
1025,Русалка,https://teddyfood.com/ru/animals/Rusalka/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2015-03-18,девочка,10,0,0,0
1026,Лило,https://teddyfood.com/ru/animals/Lilo/,Матроскин,Пермь,Без породы,Кошки,2017-02-19,девочка,4,1,0,0
1027,Оскар,https://teddyfood.com/ru/animals/Oscar_msk/,Шереметьевский приют,Москва,Американский стаффордширский терьер,Собаки,2013-01-29,мальчик,5,1,0,0
1028,Керри,https://teddyfood.com/ru/animals/Kerri/,Шереметьевский приют,Москва,Без породы,Собаки,2017-04-08,девочка,6,1,0,0
1029,Стасик,https://teddyfood.com/ru/animals/Stasik/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2016-05-02,мальчик,7,0,0,0
1030,Юра,https://teddyfood.com/ru/animals/Yura/,Шереметьевский приют,Москва,Без породы,Собаки,2016-10-15,мальчик,3,1,0,0
1031,Таша,https://teddyfood.com/ru/animals/Tasha/,Шереметьевский приют,Москва,Американский стаффордширский терьер,Собаки,2017-01-11,девочка,6,1,0,1
1032,Ямир,https://teddyfood.com/ru/animals/Yamir/,Шереметьевский приют,Москва,Питбуль,Собаки,2016-04-18,мальчик,30,0,0,2
1033,Ява,https://teddyfood.com/ru/animals/Yava/,Шереметьевский приют,Москва,Без породы,Собаки,2015-03-11,девочка,18,0,0,0
1034,Рыська,https://teddyfood.com/ru/animals/Ryska/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2016-03-15,девочка,40,1,0,1
1035,Линдси,https://teddyfood.com/ru/animals/Lindsey/,Лёхин дом,Екатеринбург,Без породы,Кошки,2018-04-30,девочка,4,1,0,0
1036,Нефтида,https://teddyfood.com/ru/animals/Neftida/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-04-06,девочка,3,1,0,0
1037,Джульетта,https://teddyfood.com/ru/animals/Juliet/,Матроскин,Пермь,Без породы,Кошки,2017-03-13,девочка,2,1,0,0
1038,Чуча,https://teddyfood.com/ru/animals/Chucha/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2018-08-20,девочка,0,1,0,0
1039,Марсель,https://teddyfood.com/ru/animals/Marsel_spb/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2015-02-18,мальчик,10,1,0,0
1040,Камелот,https://teddyfood.com/ru/animals/Camelot/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-02-18,мальчик,4,1,0,0
1041,Джоана,https://teddyfood.com/ru/animals/Joana/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-03-03,девочка,7,1,0,0
1042,Неаполь,https://teddyfood.com/ru/animals/Neapol/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2015-05-18,мальчик,3,1,0,1
1043,Чайд,https://teddyfood.com/ru/animals/Chayd/,Лёхин дом,Екатеринбург,Без породы,Кошки,2017-01-16,мальчик,7,1,1,0
1044,Ричи,https://teddyfood.com/ru/animals/Richi/,Матроскин,Пермь,Без породы,Кошки,2018-03-27,мальчик,0,1,0,0
1045,Лисик,https://teddyfood.com/ru/animals/Lisik/,Матроскин,Пермь,Без породы,Кошки,2006-02-02,мальчик,28,0,0,0
1046,Зося,https://teddyfood.com/ru/animals/Zosia_perm/,Матроскин,Пермь,Без породы,Кошки,2016-10-15,девочка,5,1,0,0
1047,Санса,https://teddyfood.com/ru/animals/Sansa/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-04-12,девочка,4,1,0,0
1048,Батон,https://teddyfood.com/ru/animals/Baton/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2015-03-13,мальчик,3,1,0,0
1049,Мартэль,https://teddyfood.com/ru/animals/Martel/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-03-31,мальчик,3,1,0,0
1050,Никита,https://teddyfood.com/ru/animals/Nikita/,Убежище,Санкт-Петербург,Без породы,Кошки,2017-05-15,мальчик,27,1,3,0
1051,Ингрид,https://teddyfood.com/ru/animals/Ingrid/,Убежище,Санкт-Петербург,Без породы,Кошки,2018-11-28,девочка,13,0,0,1
1052,Эмма,https://teddyfood.com/ru/animals/Emma_spb/,Убежище,Санкт-Петербург,Без породы,Кошки,2018-11-16,девочка,17,0,0,0
1053,Ангола,https://teddyfood.com/ru/animals/Angola/,Убежище,Санкт-Петербург,Без породы,Кошки,2018-07-22,девочка,14,1,0,1
1054,Кения,https://teddyfood.com/ru/animals/Kenya_spb/,Убежище,Санкт-Петербург,Без породы,Кошки,2018-07-22,девочка,26,0,2,1
1055,Жади,https://teddyfood.com/ru/animals/Zhadi/,Убежище,Санкт-Петербург,Без породы,Кошки,2014-03-19,девочка,2,1,0,0
1056,Раечка,https://teddyfood.com/ru/animals/Rayechka/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2015-02-12,девочка,15,1,0,0
1057,Джинджер,https://teddyfood.com/ru/animals/Ginger_sochi/,Котофей,Сочи,Без породы,Кошки,2017-10-18,девочка,6,1,0,0
1058,Азура,https://teddyfood.com/ru/animals/Azura/,Котофей,Сочи,Без породы,Кошки,2018-05-18,девочка,8,0,0,0
1059,Лулу,https://teddyfood.com/ru/animals/Lulu/,Котофей,Сочи,Без породы,Кошки,2019-03-02,девочка,0,1,0,0
1060,Тристи,https://teddyfood.com/ru/animals/Tristi/,Котофей,Сочи,Без породы,Кошки,2019-03-02,девочка,4,1,0,0
1061,Смородинка,https://teddyfood.com/ru/animals/Smorodinka/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-10-18,девочка,4,1,0,0
1062,Грей,https://teddyfood.com/ru/animals/Grey/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-12-25,мальчик,3,1,0,0
1063,Либби,https://teddyfood.com/ru/animals/Libby/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-05-15,девочка,2,1,0,0
1064,Шармила,https://teddyfood.com/ru/animals/Sharmila/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-02-22,девочка,8,0,0,0
1065,Василий,https://teddyfood.com/ru/animals/Vasiliy_perm/,Матроскин,Пермь,Без породы,Кошки,2011-03-30,мальчик,2,1,0,0
1066,Купчиха,https://teddyfood.com/ru/animals/Kupchiha/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2017-04-18,девочка,6,1,0,0
1067,Бренда,https://teddyfood.com/ru/animals/Brenda_sam/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2015-04-04,девочка,6,0,0,0
1068,Леонид,https://teddyfood.com/ru/animals/Leonid/,Убежище,Санкт-Петербург,Без породы,Кошки,2011-03-18,мальчик,1,1,0,0
1069,Саманта,https://teddyfood.com/ru/animals/Samanta/,Убежище,Санкт-Петербург,Без породы,Кошки,2014-02-13,девочка,6,0,0,0
1070,Элла,https://teddyfood.com/ru/animals/Ella/,Убежище,Санкт-Петербург,Без породы,Кошки,2018-06-08,девочка,8,0,0,0
1071,Дайна,https://teddyfood.com/ru/animals/Dayna/,Убежище,Санкт-Петербург,Без породы,Кошки,2018-06-08,девочка,26,0,0,2
1072,Бусина,https://teddyfood.com/ru/animals/Busina/,Убежище,Санкт-Петербург,Без породы,Кошки,2016-03-15,девочка,31,0,0,1
1073,Рута,https://teddyfood.com/ru/animals/Ruta_spb/,Убежище,Санкт-Петербург,Без породы,Кошки,2016-05-19,девочка,12,0,0,0
1074,Себастьян,https://teddyfood.com/ru/animals/Sebastian/,Убежище,Санкт-Петербург,Без породы,Кошки,2016-04-03,мальчик,11,0,0,0
1075,Констанция,https://teddyfood.com/ru/animals/Constance/,Убежище,Санкт-Петербург,Без породы,Кошки,2017-12-28,девочка,16,1,1,0
1076,Шоколадка,https://teddyfood.com/ru/animals/Shokoladka/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-04-29,девочка,4,1,0,0
