id,Кличка,Ссылка на профиль,Приют,Город,Порода,Вид,Дата рождения,Пол,В избранном,Уже дома,Забрать домой,Погулять
837,Спарк,https://teddyfood.com/ru/animals/Spark_flagman/,ФлагманВет,Самара,Без породы,Кошки,2015-09-20,мальчик,19,1,0,0
838,Кира,https://teddyfood.com/ru/animals/Kira_cat_volgograd/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2017-06-20,девочка,10,0,0,0
839,Шурик,https://teddyfood.com/ru/animals/Shurik_cat/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2017-08-20,мальчик,8,1,0,0
840,Ида,https://teddyfood.com/ru/animals/Ida/,ФлагманВет,Самара,Без породы,Кошки,2016-09-20,девочка,5,1,0,0
841,Пахлава,https://teddyfood.com/ru/animals/Pahlava/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-09-20,девочка,6,0,0,0
842,Арабика,https://teddyfood.com/ru/animals/Arabica/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-08-20,девочка,1,1,0,0
843,Паганини,https://teddyfood.com/ru/animals/Paganini/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2015-03-20,мальчик,4,1,0,0
844,Гусёк,https://teddyfood.com/ru/animals/Gusok/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2018-10-20,мальчик,4,1,0,0
845,Зефирка,https://teddyfood.com/ru/animals/Zefirka_cat/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2015-07-20,девочка,0,1,0,0
846,Жаклин,https://teddyfood.com/ru/animals/Zhaklin_cat/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2018-01-20,девочка,4,0,0,0
847,Нори,https://teddyfood.com/ru/animals/Nori_nadegda/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-01-20,девочка,0,1,0,0
848,Цитрус,https://teddyfood.com/ru/animals/Tsitrus/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-10-20,мальчик,1,1,0,0
849,Мелисса,https://teddyfood.com/ru/animals/Melissa_cat/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2016-01-20,девочка,20,1,0,0
850,Десерт,https://teddyfood.com/ru/animals/Desert_cat_samara/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-07-20,мальчик,4,1,0,0
851,Ночка,https://teddyfood.com/ru/animals/Nochka_volgograd/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2016-01-20,девочка,0,1,0,0
852,Ласкушка,https://teddyfood.com/ru/animals/Laskushka/,Матроскин,Пермь,Без породы,Кошки,2018-04-20,девочка,5,1,0,0
853,Клайд,https://teddyfood.com/ru/animals/ Clyde_cat/,Матроскин,Пермь,Без породы,Кошки,2013-10-20,мальчик,1,1,0,0
854,Пушок,https://teddyfood.com/ru/animals/Pushok_cat/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2018-01-20,мальчик,2,1,0,1
855,Лавруша,https://teddyfood.com/ru/animals/Lavrusha/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2016-09-20,мальчик,22,0,1,1
856,Долли,https://teddyfood.com/ru/animals/Dolli/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2016-09-20,девочка,5,0,0,0
857,Буся,https://teddyfood.com/ru/animals/Busya_volgograd/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2014-10-20,девочка,11,0,0,0
858,Маргоша,https://teddyfood.com/ru/animals/Margosha_samara/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2014-01-28,девочка,20,0,0,0
859,Франческа,https://teddyfood.com/ru/animals/Francheska/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-09-20,девочка,4,1,0,0
860,Абигель,https://teddyfood.com/ru/animals/Abigel/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-07-20,девочка,3,1,0,0
861,Боня,https://teddyfood.com/ru/animals/Bonya_cat/,Матроскин,Пермь,Без породы,Кошки,2015-09-20,девочка,0,1,0,0
862,Фродо,https://teddyfood.com/ru/animals/Frodo/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2018-10-07,мальчик,4,1,0,0
863,Гучи,https://teddyfood.com/ru/animals/Gucci/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-09-20,мальчик,4,1,0,0
864,Лорд,https://teddyfood.com/ru/animals/Lord/,Кот и Пёс,Казань,Без породы,Собаки,2018-01-20,мальчик,2,1,1,0
865,Мэги,https://teddyfood.com/ru/animals/Megi/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2018-05-20,девочка,2,1,0,0
866,Веста,https://teddyfood.com/ru/animals/Vesta_flagman/,ФлагманВет,Самара,Без породы,Кошки,2018-01-20,девочка,2,1,0,0
867,Черника,https://teddyfood.com/ru/animals/Chernika/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2014-01-20,девочка,24,1,0,1
868,Барсик,https://teddyfood.com/ru/animals/Barsik_cat/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2013-03-20,мальчик,0,1,0,0
869,Милочка,https://teddyfood.com/ru/animals/Milochka_cat/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2018-06-20,девочка,6,1,0,1
870,Владлен,https://teddyfood.com/ru/animals/Vladlen/,Шереметьевский приют,Москва,Без породы,Собаки,2017-01-20,мальчик,18,1,0,6
871,Инки,https://teddyfood.com/ru/animals/Inca/,Шереметьевский приют,Москва,Без породы,Собаки,2016-01-20,девочка,4,1,0,0
872,Ягель,https://teddyfood.com/ru/animals/Yagel/,Шереметьевский приют,Москва,Без породы,Собаки,2018-01-08,мальчик,1,1,0,0
873, Василий Иванович,https://teddyfood.com/ru/animals/Vasily_Ivanovich/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2014-01-20,мальчик,14,1,0,0
874,Тор,https://teddyfood.com/ru/animals/Tor/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2013-12-20,мальчик,4,1,0,0
875,Тюлька,https://teddyfood.com/ru/animals/Tyulka/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2013-06-20,девочка,4,0,1,3
876,Грозный ,https://teddyfood.com/ru/animals/Groznyy/,Шереметьевский приют,Москва,Без породы,Собаки,2015-02-06,мальчик,8,1,0,0
877,Шкет,https://teddyfood.com/ru/animals/Shket/,Шереметьевский приют,Москва,Без породы,Собаки,2013-02-06,мальчик,6,1,0,0
878,Паладин,https://teddyfood.com/ru/animals/Paladin/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-01-20,мальчик,3,1,0,0
879,Скитлс,https://teddyfood.com/ru/animals/Skitls/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2017-01-20,девочка,6,1,0,0
880,Шейла,https://teddyfood.com/ru/animals/Sheila/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-09-03,девочка,5,1,0,0
881,Фанни,https://teddyfood.com/ru/animals/Fanni_cat/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-09-03,девочка,1,1,0,0
882,Томас,https://teddyfood.com/ru/animals/Thomas_cat/,ФлагманВет,Самара,Без породы,Кошки,2018-07-03,мальчик,2,1,0,0
883,Белочка,https://teddyfood.com/ru/animals/Belochka_dog/,Кот и Пёс,Казань,Без породы,Собаки,2017-01-11,девочка,5,1,0,0
884,Блоссом,https://teddyfood.com/ru/animals/Blossom/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-09-03,девочка,1,1,0,0
885,Сидней,https://teddyfood.com/ru/animals/Sidney/,Шереметьевский приют,Москва,Без породы,Собаки,2016-08-13,мальчик,6,1,0,0
886,Ставр,https://teddyfood.com/ru/animals/Stavr/,Шереметьевский приют,Москва,Без породы,Собаки,2016-12-21,мальчик,16,1,3,3
887,Дусьен,https://teddyfood.com/ru/animals/Dusyen/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-12-21,мальчик,7,1,0,0
888,Амиго,https://teddyfood.com/ru/animals/Amigo/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2015-10-15,мальчик,3,1,0,0
889,Гамлет,https://teddyfood.com/ru/animals/Gamlet/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-08-10,мальчик,5,1,2,2
890,Рыжик,https://teddyfood.com/ru/animals/Ryzhik_cat/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2016-08-15,мальчик,4,1,0,0
891,Мурзик-Таньчик,https://teddyfood.com/ru/animals/Murzik-Tanchik/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2017-11-20,мальчик,12,1,0,2
892,Крылышко,https://teddyfood.com/ru/animals/Krylyshko/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2017-10-29,девочка,41,0,0,1
893,Муся,https://teddyfood.com/ru/animals/Musya_spb/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2018-04-10,девочка,0,1,0,0
894,Соня,https://teddyfood.com/ru/animals/Sonya_poter/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2018-04-10,девочка,0,1,0,0
895,Вася Пушкинский,https://teddyfood.com/ru/animals/Vasy_Pushkinskiy/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2017-08-06,мальчик,16,1,0,0
896,Синди,https://teddyfood.com/ru/animals/Sindi/,Матроскин,Пермь,Без породы,Кошки,2015-09-15,девочка,1,1,0,0
897,Дина,https://teddyfood.com/ru/animals/Dina_cat/,Матроскин,Пермь,Без породы,Кошки,2016-02-05,девочка,0,1,0,0
898,Фрикаделька,https://teddyfood.com/ru/animals/Frikadelka/,Матроскин,Пермь,Без породы,Кошки,2018-10-10,девочка,3,1,0,0
899,Барбариска,https://teddyfood.com/ru/animals/Barbariska/,Матроскин,Пермь,Без породы,Кошки,2018-08-26,девочка,0,1,0,0
900,Ким,https://teddyfood.com/ru/animals/Kim/,Матроскин,Пермь,Без породы,Кошки,2016-11-28,девочка,0,1,0,0
901,Дези,https://teddyfood.com/ru/animals/Dezi/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2018-07-20,девочка,0,1,0,0
902,Дельта,https://teddyfood.com/ru/animals/Delta/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2018-07-20,девочка,1,1,1,0
903,Персик,https://teddyfood.com/ru/animals/Persik_spb/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2016-11-13,мальчик,3,1,0,0
904,Чародей,https://teddyfood.com/ru/animals/Charodey/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2015-10-31,мальчик,1,0,0,0
905,Виолетта,https://teddyfood.com/ru/animals/Violetta/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-12-02,девочка,3,1,0,0
906,Лапочка,https://teddyfood.com/ru/animals/Lapochka/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2018-09-22,девочка,4,1,0,0
907,Андреа,https://teddyfood.com/ru/animals/Andrea/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2014-10-18,девочка,3,1,0,0
908,Холли,https://teddyfood.com/ru/animals/Holly/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-01-30,девочка,3,1,0,0
909,Энджи,https://teddyfood.com/ru/animals/Angie/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-08-31,девочка,7,0,0,0
910,Купчишка,https://teddyfood.com/ru/animals/Kupchishka/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2018-07-02,мальчик,3,1,0,0
911,Плюшка,https://teddyfood.com/ru/animals/Plyushka/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2015-07-13,девочка,14,1,0,0
912,Блэк,https://teddyfood.com/ru/animals/Black/,Матроскин,Пермь,Без породы,Кошки,2017-01-30,мальчик,0,1,0,0
913,Тегеран,https://teddyfood.com/ru/animals/Tegeran/,Шереметьевский приют,Москва,Без породы,Собаки,2016-01-13,мальчик,4,1,0,0
914,Тоня,https://teddyfood.com/ru/animals/Tonya/,Шереметьевский приют,Москва,Без породы,Собаки,2017-12-29,девочка,6,1,0,0
915,Фараон,https://teddyfood.com/ru/animals/Pharaoh/,"Самарский приют для животных ""НадеждА""",Самара,Сфинкс,Кошки,2015-12-15,мальчик,7,1,1,0
916,Рики,https://teddyfood.com/ru/animals/Riki/,Матроскин,Пермь,Без породы,Кошки,2018-09-03,девочка,7,1,1,1
917,Ханни,https://teddyfood.com/ru/animals/Hanni/,Люськин дом,Казань,Без породы,Кошки,2018-02-20,девочка,8,1,0,0
918,Лариса,https://teddyfood.com/ru/animals/Larisa_spb/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2017-09-08,девочка,16,1,0,1
919,Дафна,https://teddyfood.com/ru/animals/Dafna/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2017-09-21,девочка,3,1,0,0
920,Джуди,https://teddyfood.com/ru/animals/Judy/,Матроскин,Пермь,Без породы,Кошки,2016-03-02,девочка,2,1,1,0
921,Коша,https://teddyfood.com/ru/animals/Kosha/,Матроскин,Пермь,Без породы,Кошки,2007-01-25,девочка,2,1,0,0
922,Борис,https://teddyfood.com/ru/animals/Boris/,Матроскин,Пермь,Без породы,Кошки,2013-04-02,мальчик,0,1,0,0
923,Форд,https://teddyfood.com/ru/animals/Ford/,Матроскин,Пермь,Без породы,Кошки,2018-03-10,мальчик,7,0,0,1
924,Тесла,https://teddyfood.com/ru/animals/Tesla/,Матроскин,Пермь,Без породы,Кошки,2018-01-31,девочка,3,1,0,0
925,Маркиза,https://teddyfood.com/ru/animals/Markiza/,Матроскин,Пермь,Без породы,Кошки,2015-12-20,девочка,5,1,0,1
926,Рейн,https://teddyfood.com/ru/animals/Raine/,Матроскин,Пермь,Без породы,Кошки,2016-11-28,девочка,9,1,0,0
927,Валенок,https://teddyfood.com/ru/animals/Valenok/,Люськин дом,Казань,Без породы,Кошки,2018-02-23,мальчик,7,1,0,0
928,Хеппи,https://teddyfood.com/ru/animals/Happy_dog/,Мокрый нос,Киров,Без породы,Собаки,2018-03-20,девочка,1,1,0,0
929,Миса,https://teddyfood.com/ru/animals/Misa/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-10-13,девочка,1,1,0,0
930,Крош,https://teddyfood.com/ru/animals/Krosh/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2018-09-11,мальчик,1,1,0,0
931,Ника,https://teddyfood.com/ru/animals/Nika_kirov/,Мокрый нос,Киров,Без породы,Собаки,2016-09-15,девочка,8,0,0,0
932,Шейла,https://teddyfood.com/ru/animals/Sheila_dog/,Мокрый нос,Киров,Без породы,Собаки,2016-07-30,девочка,0,1,0,0
933,Шура,https://teddyfood.com/ru/animals/Shura/,Мокрый нос,Киров,Без породы,Собаки,2015-10-03,девочка,6,0,0,0
934,Лизабет,https://teddyfood.com/ru/animals/Lizabet/,Шереметьевский приют,Москва,Без породы,Собаки,2015-01-18,девочка,7,1,1,1
935,Персик,https://teddyfood.com/ru/animals/Persik_yarkot/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2016-01-19,мальчик,4,1,0,0
936,Мирабэлла,https://teddyfood.com/ru/animals/Mirabella/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-03-10,девочка,1,1,0,0
937,Деметра,https://teddyfood.com/ru/animals/Demetra/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2012-10-15,девочка,2,1,0,0
938,Золотко,https://teddyfood.com/ru/animals/Zolotko/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2015-09-20,девочка,2,1,0,0
939,Варя,https://teddyfood.com/ru/animals/Varya_msc_dog/,Шереметьевский приют,Москва,Без породы,Собаки,2017-02-28,девочка,7,1,0,0
940,Кеннеди,https://teddyfood.com/ru/animals/Kennedy/,Шереметьевский приют,Москва,Без породы,Собаки,2018-02-13,мальчик,12,1,0,3
941,Артемида,https://teddyfood.com/ru/animals/Artemida/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-07-31,девочка,1,1,0,0
942,Рожок,https://teddyfood.com/ru/animals/Rozhok/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-02-19,мальчик,15,1,0,2
943,Гендальф,https://teddyfood.com/ru/animals/Gandalf/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-10-07,мальчик,3,1,0,0
944,Лайла,https://teddyfood.com/ru/animals/Layla/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-03-25,девочка,2,1,0,0
945,Дайкон,https://teddyfood.com/ru/animals/Daykon/,Матроскин,Пермь,Без породы,Кошки,2014-01-18,мальчик,12,1,0,0
946,Ягодка,https://teddyfood.com/ru/animals/Yagodka_yarkot/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2016-12-28,девочка,1,1,0,0
947,Альф,https://teddyfood.com/ru/animals/Alf/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2015-10-18,мальчик,0,1,0,0
948,Мотя,https://teddyfood.com/ru/animals/Motya_cat/,ФлагманВет,Самара,Без породы,Кошки,2018-06-29,девочка,5,1,0,0
949,Тома,https://teddyfood.com/ru/animals/Toma/,ФлагманВет,Самара,Без породы,Кошки,2018-08-30,девочка,6,1,0,0
950,Бантик,https://teddyfood.com/ru/animals/Bantik_cat/,ФлагманВет,Самара,Без породы,Кошки,2016-12-01,мальчик,5,1,0,0
951,Лори,https://teddyfood.com/ru/animals/Lori/,ФлагманВет,Самара,Без породы,Кошки,2016-03-12,девочка,5,1,0,0
952,Снежка,https://teddyfood.com/ru/animals/Snezhka/,Кот и Пёс,Казань,Без породы,Собаки,2017-01-21,девочка,5,0,0,0
953,Марта,https://teddyfood.com/ru/animals/Martha_perm/,Матроскин,Пермь,Без породы,Кошки,2016-02-11,девочка,2,1,0,0
954,Ошера,https://teddyfood.com/ru/animals/Oshera/,Шереметьевский приют,Москва,Без породы,Собаки,2017-02-27,девочка,4,1,0,0
955,Декабрист,https://teddyfood.com/ru/animals/Dekabrist/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2018-07-20,мальчик,0,1,0,0
956,Див,https://teddyfood.com/ru/animals/Div/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2015-01-15,мальчик,12,1,0,0
957,Белочка,https://teddyfood.com/ru/animals/Belochka_kzn/,Люськин дом,Казань,Без породы,Кошки,2016-02-02,девочка,10,0,0,0
958,Туллер,https://teddyfood.com/ru/animals/Tuller/,Шереметьевский приют,Москва,Без породы,Собаки,2016-01-23,мальчик,7,1,0,0
959,Барбара,https://teddyfood.com/ru/animals/Barbara/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-04-01,девочка,6,1,0,0
960,Чиззи,https://teddyfood.com/ru/animals/Chizzi/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-08-02,девочка,7,0,0,0
961,Жозефина,https://teddyfood.com/ru/animals/Jozefina/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-02-27,девочка,2,1,0,0
962,Румба,https://teddyfood.com/ru/animals/Rumba/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-03-13,девочка,4,1,0,0
963,Петрович,https://teddyfood.com/ru/animals/Petrovich/,Мокрый нос,Киров,Без породы,Собаки,2016-10-15,мальчик,16,0,0,0
964,Милагресс,https://teddyfood.com/ru/animals/Milagress/,Мокрый нос,Киров,Без породы,Собаки,2016-02-03,девочка,14,0,0,0
965,Джейн,https://teddyfood.com/ru/animals/Jane/,Матроскин,Пермь,Без породы,Кошки,2016-02-15,девочка,1,0,0,0
966,Делл,https://teddyfood.com/ru/animals/Dell/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2017-02-08,мальчик,6,1,0,0
967,Гоша,https://teddyfood.com/ru/animals/Gosha_kzn/,Кот и Пёс,Казань,Без породы,Собаки,2011-03-02,мальчик,8,0,0,0
968,Маняша,https://teddyfood.com/ru/animals/Manyasha/,Кот и Пёс,Казань,Без породы,Собаки,2014-11-10,девочка,12,0,0,1
969,Пуся,https://teddyfood.com/ru/animals/Pusya/,Кот и Пёс,Казань,Без породы,Собаки,2014-02-18,девочка,17,0,0,0
970,Бонус,https://teddyfood.com/ru/animals/Bonus/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-10-15,мальчик,6,1,0,0
971,Флейм,https://teddyfood.com/ru/animals/Flame/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-03-28,девочка,5,1,0,0
972,Ромео,https://teddyfood.com/ru/animals/Romeo/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-03-03,мальчик,2,1,1,0
973,Микки,https://teddyfood.com/ru/animals/Mikki_nad/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-02-02,мальчик,2,1,0,0
974,Офелия,https://teddyfood.com/ru/animals/Ophelia/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-01-27,девочка,9,0,0,0
975,Соня,https://teddyfood.com/ru/animals/Sonya_flagman/,ФлагманВет,Самара,Без породы,Кошки,2018-08-28,девочка,6,1,0,0
976,Сима,https://teddyfood.com/ru/animals/Sima_flagman/,ФлагманВет,Самара,Без породы,Кошки,2018-08-28,девочка,3,1,0,0
977,Марьяша,https://teddyfood.com/ru/animals/Maryasha/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2018-08-07,девочка,0,1,0,0
978,Винтик,https://teddyfood.com/ru/animals/Vintik/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2014-02-13,мальчик,9,1,0,0
979,Черномырдин,https://teddyfood.com/ru/animals/Chernomyrdin/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2015-01-18,мальчик,8,0,0,1
980,Дульсинея,https://teddyfood.com/ru/animals/Dulcinea_yarkot/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2016-03-15,девочка,6,1,0,0
981,Чача,https://teddyfood.com/ru/animals/Chacha/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2018-08-20,девочка,8,1,0,0
982,Геннадий,https://teddyfood.com/ru/animals/Gennadiy/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2018-08-20,мальчик,18,1,1,0
983,Клеопатра,https://teddyfood.com/ru/animals/Kleopatra_nad/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-10-20,девочка,9,1,1,0
984,Смуззи,https://teddyfood.com/ru/animals/Smuzzi/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-06-02,девочка,6,1,0,0
985,Шанель,https://teddyfood.com/ru/animals/Chanel_dog/,Кот и Пёс,Казань,Без породы,Собаки,2018-04-20,девочка,6,0,0,0
986,Буся,https://teddyfood.com/ru/animals/Busya_poter/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2016-04-15,девочка,11,0,0,0
987,Феофан,https://teddyfood.com/ru/animals/Feofan/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2015-10-20,мальчик,7,1,0,2
988,Луша,https://teddyfood.com/ru/animals/Lusha_nad/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-03-28,девочка,4,1,0,0
989,Яшка,https://teddyfood.com/ru/animals/Yashka/,Матроскин,Пермь,Без породы,Кошки,2018-02-15,мальчик,6,1,0,0
990,Мара,https://teddyfood.com/ru/animals/Mara/,Матроскин,Пермь,Без породы,Кошки,2016-01-20,девочка,4,1,0,0
991,Кора,https://teddyfood.com/ru/animals/Kora_matroskin/,Матроскин,Пермь,Без породы,Кошки,2016-02-17,девочка,4,1,0,0
992,Масик,https://teddyfood.com/ru/animals/Masik/,Матроскин,Пермь,Без породы,Кошки,2014-11-05,мальчик,5,0,0,0
993,Стич,https://teddyfood.com/ru/animals/Stich/,Матроскин,Пермь,Без породы,Кошки,2017-02-19,мальчик,0,1,0,0
994,Крон,https://teddyfood.com/ru/animals/Kron/,Матроскин,Пермь,Без породы,Кошки,2016-05-05,мальчик,4,1,0,1
995,Тихон,https://teddyfood.com/ru/animals/Tikhon/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2014-01-17,мальчик,6,1,0,0
996,Веснушка,https://teddyfood.com/ru/animals/Vesnushka/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2016-03-31,девочка,6,0,0,0
997,Котлетка,https://teddyfood.com/ru/animals/Kotletka/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2017-04-17,девочка,4,1,0,0
998,Мурзя,https://teddyfood.com/ru/animals/Murzya/,Матроскин,Пермь,Без породы,Кошки,2016-04-02,девочка,2,1,0,0
999,Ария,https://teddyfood.com/ru/animals/Ariya/,Кот и Пёс,Казань,Без породы,Собаки,2017-04-13,девочка,10,0,0,0
1000,Тоби,https://teddyfood.com/ru/animals/Tobi/,Кот и Пёс,Казань,Без породы,Собаки,2016-02-20,мальчик,3,1,1,0
1001,Герц,https://teddyfood.com/ru/animals/Hertz/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2013-02-27,мальчик,3,1,0,0
1002,Сирена,https://teddyfood.com/ru/animals/Sirena/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2014-12-01,девочка,8,0,0,0
1003,Виски,https://teddyfood.com/ru/animals/Viski/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-11-05,девочка,6,1,0,0
1004,Цесси,https://teddyfood.com/ru/animals/Cessi/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-01-15,девочка,8,1,0,0
1005,Физалис,https://teddyfood.com/ru/animals/Fizalis/,ФлагманВет,Самара,Без породы,Кошки,2018-03-20,мальчик,4,1,0,0
1006,Алиса,https://teddyfood.com/ru/animals/Alisa_flagman/,ФлагманВет,Самара,Без породы,Кошки,2008-03-30,девочка,2,1,0,0
1007,Серж,https://teddyfood.com/ru/animals/Serzh/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2017-03-02,мальчик,3,0,0,0
1008,Сашок,https://teddyfood.com/ru/animals/Sashok/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2012-08-27,мальчик,7,1,0,0
1009,Сироп,https://teddyfood.com/ru/animals/Sirop/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-01-21,мальчик,2,1,0,0
1010,Пуаро,https://teddyfood.com/ru/animals/Puaro/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-03-03,мальчик,9,0,0,0
1011,Саншайн,https://teddyfood.com/ru/animals/Sunshine/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-01-17,девочка,6,1,0,0
